Priority,Short Description
P3,CLAIM: Initiated term within a group... having a gap prior to add-on symbol.
P3,CLAIM: Initiated term within the center of a group... accompanied by blank space prior to conjoining symbol.
P3,GetWidth is employed twice rather than GetHeight in nsPNGDecoder.'
P3,NSPNGDecoder utilizes GetWidth twice instead of GetHeight.
P3,The nsTypedSelection::AddRange() function contains a reference to an unassigned variable.
P3,An unassigned variable was utilized in the function 'AddRange()' of nsTypedSelection.
P3,There appears to be a memory leak in the GTK moz_drawingarea component.
P3,Leak of GTK moz_drawingarea
P3,"The idea of ""ASSERTION: Leaking overflow placeholder frames"" is related to the use of -moz-column and float."
P3,"""CLAIM: Excessive overflow placeholder frames are being released while using -moz-column and float"""
P3,The Firefox browser experiences leaks while starting in Offline mode.
P3,"Upon initial launch in Offline Mode, Firefox is prone to leaking.'"
P4,"The command ""File -> Work Offline"" is causing a nsDNSService leak."
P4,"The act of clicking ""File -> Work Offline"" leads to a nsDNSService leak."
P4,"The option ""File -> Work Offline"" exposes a vulnerability in nsDNSService."
P4,"The command ""File -> Work Offline"" results in a nsDNSService leak."
P4,"The act of selecting ""File -> Work Offline"" results in a leakage of nsDNSService."
P4,"""Selecting ""File -> Work Offline"" results in the nsDNSService being exposed."""
P4,Firefox has a tendency to reveal information when the FoxyProxy Extension is added.
P4,FoxyProxy Extension installation causes Firefox to reveal information unintentionally.'
P4,Mozilla Firefox has a leakage issue in the presence of FoxyProxy Extension'
P4,Firefox has a tendency to release information when the FoxyProxy Extension is added to the browser.
P4,The installation of FoxyProxy Extension causes Firefox to experience leaks.
P4,The presence of the FoxyProxy Extension results in Firefox leaking.
P3,Firefox is experiencing a text leakage issue when copying text.
P3,Firefox reveals confidential information when copying text.
P3,Unscheduled variation in the spacing between lines in a test case containing the character U+2007 (FIGURE SPACE).
P3,"The line height in the given test case, involving the character U+2007 (FIGURE SPACE), is not predetermined."
P3,"The memory leakage of nsInstantiationNode and AtomImpl can be minimized by utilizing datasources, templates, references and observations."
P3,"A memory leak has been identified in nsInstantiationNode and AtomImpl, which involves the use of datasources, templates, references, and observations."
P3,The function createContextualFragment() causes the error NS_ERROR_NOT_AVAILABLE to be thrown.
P3,The error NS_ERROR_NOT_AVAILABLE is thrown by the createContextualFragment() function.
P3,The X-Lite plugin causes faulty display of the scrollbar.
P3,The X-Lite plugin causes improper display of the screollbar.
P4,The process of selecting images does not function properly in contenteditable sections.
P4,Choosing pictures does not work in sections where content can be edited.
P4,The process of choosing images does not work properly in contenteditable sections.
P4,The process of choosing pictures does not work in sections that can be edited for content.
P4,The process of choosing an image does not work properly in contenteditable regions.
P4,The process of choosing an image does not work in contenteditable sections.
P4,CLAIM: It is necessary to have a frame for the target coordinate system when using contentEditable and tables.
P4,"""EMPHASIS: A frame is necessary for the destination coordinate system, using contentEditable and tables."""
P4,CLAIM: It is essential to have a frame in place for the destination coordinate system when using contentEditable and tables.
P4,"""CLAIM: Frame is required for the target coordinate system, using contentEditable and tables."""
P4,"The statement ""It is imperative to possess a framework for the designated coordinate system"" applies to the use of contentEditable and tables."
P4,"""Statement: A frame for the target coordinate system is necessary when using contentEditable and tables."""
P5,[Resolved] The entire table is rendered invalid if any alteration results in a table reflow.
P5,[Correction] Any modification that results in a table reformatting renders the entire table useless.
P5,[AMEND] Any alteration that results in a table reshuffle renders the entire table void.
P5,[Correction] Any modification that results in a table reflow renders the entire table invalid.
P5,[Correction] Any modification that results in a table rearrangement renders the entire table invalid.
P5,[Solution] Any alteration that results in a reformatting of the table renders the entire table obsolete.
P5,[AMEND] Any modification that results in a shift of table contents renders the entire table void.
P5,[Correction] Any modification that results in a table's repositioning makes the entire table invalid.
P5,[Solution] Any modification that results in a table reorganization renders the entire table invalid.
P5,"[Correction] If any modification results in a table reformatting, the entire table will become invalid."
P5,[Correction] A modification that results in a table rearrangement renders the entire table void.
P5,[SOLVE] Any alteration that results in a table restructuring renders the entire table void.'
P5,Any alteration that leads to a table reorganization renders the entire table invalid.
P5,[Correction] Any modification that results in a rearrangement of the table will render the entire table invalid.
P5,[Correction] Any alteration that results in a table reflow renders the entire table invalid.
P5,[Correct] Any alteration that results in a reorganization of the table renders the entire table invalid.
P5,[Correct] Any modification that results in a table shifting around will render the entire table obsolete.
P5,[SOLUTION] Any modification that results in a table reflow renders the entire table invalid.'
P5,[Correction] Any modification that results in a table reflow renders the entire table invalid.
P5,Any modification leading to a table reflow renders the entire table invalid.
P3,"When the selection is positioned at the start or end of a contenteditable element, using the DELETE and BACKSPACE keys will alter the surrounding contenteditable elements."
P3,"When the selection is at the start or end of a contenteditable element, pressing the DELETE or BACKSPACE key will impact the contenteditable elements adjacent to it."
P4,"A crash occurred when trying to obtain the content insertion frame in the nsBoxFrame class, caused by a <xul:listboxbody>."
P4,Encounter a failure when accessing the content insertion frame within the <xul:listboxbody> at [@ nsBoxFrame::GetContentInsertionFrame].
P4,"The system experienced an error at the code section ""nsBoxFrame::GetContentInsertionFrame"" involving <xul:listboxbody>."
P4,A malfunction occurred with a listbox body <xul:listboxbody> while trying to retrieve the content insertion frame [@ nsBoxFrame::GetContentInsertionFrame].
P4,"""Experience a collision [@ nsBoxFrame::GetContentInsertionFrame] involving <xul:listboxbody>."""
P4,A collision occurred at nsBoxFrame::GetContentInsertionFrame involving <xul:listboxbody>.
P3,The dialogue box for adding a security exception becomes inoperable when set to a high dpi.
P3,The Add Security Exception dialog becomes unworkable when used with high dpi.
P3,An error occurs [@ nsOverflowContinuationTracker::SetUpListWalker] when using -moz-column'
P3,There was a crash at the nsOverflowContinuationTracker::SetUpListWalker caused by -moz-column.
P3,"The term ""success"" was received from XPCVariant::VariantDataToJS without prior initialization."
P3,"""XPCVariant::VariantDataToJS did not provide an initialized value for ""success""."
P3,Improperly used errors in content are identified as PRBool misuse bugs.
P3,Errors related to the incorrect use of PRBool in content.
P3,Firefox exposes data when encountering a Failed to Connect error.
P3,"Firefox exposes information when facing a ""Failed to connect"" error."
P4,"When there are numerous tabs open, Firefox exposes nsAutoRepeatBoxFrame."
